58823.903882	437154969.86	1.0	7335
58823.903914	437154854.48	1.0	7335
58823.903987	437154634.62	1.0	7335
58823.904020	437154515.40	1.0	7335
58823.904176	437153959.15	1.0	7335
58823.904204	437153796.91	1.0	7335
58823.904220	437153757.11	1.0	7335
58823.904258	437153536.71	1.0	7335
58823.904273	437153453.82	1.0	7335
58823.904375	437152909.10	1.0	7335
58823.904582	437151514.08	1.0	7335
58823.904614	437151308.83	1.0	7335
58823.905315	437144843.75	1.0	7335
58823.905673	437141973.77	1.0	7335
58823.905950	437140409.14	1.0	7335
58823.905973	437140268.61	1.0	7335
58823.905986	437140205.74	1.0	7335
58823.906019	437140075.53	1.0	7335
58823.906092	437139834.10	1.0	7335
58823.906495	437138626.01	1.0	7335
58823.906672	437138302.73	1.0	7335
58823.906688	437138312.51	1.0	7335
58823.906703	437138278.80	1.0	7335
58823.906712	437138287.57	1.0	7335
58823.906814	437138054.24	1.0	7335
58823.906991	437137807.48	1.0	7335
58823.907061	437137718.34	1.0	7335
58823.907183	437137608.33	1.0	7335
58823.907377	437137476.83	1.0	7335
58823.907471	437137391.46	1.0	7335
58823.907517	437137356.08	1.0	7335
58823.907533	437137346.39	1.0	7335
58823.907587	437137325.28	1.0	7335
58823.908095	437137072.62	1.0	7335
58823.908415	437136978.87	1.0	7335
58823.908433	437136963.18	1.0	7335
58823.908475	437136941.90	1.0	7335
58823.908793	437136907.04	1.0	7335
58823.908807	437136928.95	1.0	7335
58823.908820	437136887.44	1.0	7335
