58828.993228	 437185500.000	   0.003	8650
58828.993321	 437185400.000	   0.003	8650
58828.993575	 437185300.000	   0.008	8650
58828.993691	 437185300.000	   0.031	8650
58828.993934	 437185100.000	   0.032	8650
58828.994050	 437185050.000	   0.018	8650
58828.994432	 437184800.000	   0.005	8650
58828.994536	 437184550.000	   0.013	8650
58828.994617	 437184350.000	   0.001	8650
58828.994733	 437184100.000	   0.027	8650
58828.994895	 437183600.000	   0.013	8650
58828.995126	 437182450.000	   0.000	8650
58828.995265	 437181700.000	   0.005	8650
58828.995369	 437180800.000	   0.008	8650
58828.995485	 437179450.000	   0.002	8650
58828.995589	 437178150.000	   0.008	8650
58828.995693	 437176650.000	   0.009	8650
58828.995763	 437175500.000	   0.020	8650
58828.995867	 437174150.000	   0.004	8650
58828.995936	 437172900.000	   0.012	8650
58828.995983	 437172150.000	   0.004	8650
58828.996064	 437171100.000	   0.008	8650
58828.996133	 437170250.000	   0.007	8650
58828.996214	 437169300.000	   0.018	8650
58828.996284	 437168750.000	   0.016	8650
58828.996353	 437168100.000	   0.001	8650
58828.996434	 437167550.000	   0.033	8650
58828.996515	 437167200.000	   0.024	8650
58828.996619	 437166600.000	   0.000	8650
58828.996700	 437166250.000	   0.001	8650
58828.996804	 437165950.000	   0.017	8650
58828.997013	 437165350.000	   0.000	8650
58828.997105	 437165250.000	   0.033	8650
58828.997198	 437165050.000	   0.006	8650
58828.997430	 437164900.000	   0.006	8650
58828.997522	 437164800.000	   0.001	8650
58828.997592	 437164750.000	   0.022	8650
58828.997811	 437164550.000	   0.012	8650
58828.997939	 437164500.000	   0.005	8650
