58823.842597	 437159750.000	   9.466	4171
58823.842990	 437159150.000	  30.020	4171
58823.843210	 437158750.000	  20.199	4171
58823.843280	 437158500.000	  22.817	4171
58823.843500	 437157650.000	  10.916	4171
58823.843569	 437157350.000	  26.248	4171
58823.844136	 437153500.000	  27.818	4171
58823.844426	 437151000.000	  75.079	4171
58823.844541	 437149600.000	   7.113	4171
58823.844634	 437148850.000	  90.551	4171
58823.844854	 437147100.000	  30.595	4171
58823.844947	 437146200.000	   9.525	4171
58823.845143	 437144900.000	   9.444	4171
58823.845224	 437144400.000	  15.699	4171
