58823.473129	 437160550.000	   0.001	8650
58823.473835	 437160200.000	   0.004	8650
58823.473916	 437160200.000	   0.000	8650
58823.474125	 437160000.000	   0.003	8650
58823.474217	 437159800.000	   0.001	8650
58823.474426	 437159550.000	   0.007	8650
58823.474518	 437159550.000	   0.000	8650
58823.474715	 437159150.000	   0.000	8650
58823.474807	 437158800.000	   0.013	8650
58823.475027	 437158400.000	   0.008	8650
58823.475108	 437157950.000	   0.025	8650
58823.475328	 437156750.000	   0.009	8650
58823.475410	 437156250.000	   0.018	8650
58823.475629	 437154500.000	   0.007	8650
58823.475722	 437153850.000	   0.000	8650
58823.475930	 437151300.000	   0.000	8650
58823.476012	 437150650.000	   0.000	8650
58823.476115	 437149450.000	   0.037	8650
58823.476243	 437148050.000	   0.076	8650
58823.476336	 437147000.000	   0.000	8650
58823.476532	 437145150.000	   0.000	8650
58823.476625	 437144500.000	   0.002	8650
58823.476879	 437142900.000	   0.013	8650
58823.476960	 437142700.000	   0.010	8650
58823.477227	 437141700.000	   0.004	8650
58823.477319	 437141300.000	   0.000	8650
58823.477423	 437141200.000	   0.000	8650
58823.477516	 437140850.000	   0.000	8650
58823.477747	 437140750.000	   0.004	8650
58823.477817	 437140450.000	   0.000	8650
58823.478037	 437140300.000	   0.003	8650
58823.478106	 437140300.000	   0.006	8650
58823.478396	 437140100.000	   0.001	8650
58823.478639	 437140000.000	   0.001	8650
