58823.844859	 437157100.000	   9.163	0000
58823.844870	 437157000.000	   5.038	0000
58823.844928	 437156800.000	   6.474	0000
58823.845160	 437156400.000	   9.031	0000
58823.845183	 437156300.000	   5.465	0000
58823.845229	 437156200.000	   7.891	0000
58823.845530	 437155300.000	  11.110	0000
58823.845762	 437154500.000	   8.948	0000
58823.845819	 437154300.000	   5.190	0000
58823.845831	 437154200.000	  12.436	0000
58823.846132	 437152900.000	   9.355	0000
58823.846363	 437151900.000	  11.703	0000
58823.846387	 437151700.000	   5.590	0000
58823.846410	 437151600.000	   5.024	0000
58823.846433	 437151500.000	  13.173	0000
58823.846664	 437150600.000	   5.788	0000
58823.846699	 437150100.000	   5.135	0000
58823.846711	 437149900.000	   5.657	0000
58823.846734	 437150000.000	  10.009	0000
58823.846745	 437149600.000	   7.843	0000
58823.846965	 437148600.000	  35.006	0000
58823.846977	 437148500.000	  22.117	0000
58823.846988	 437148500.000	  27.079	0000
58823.847000	 437148400.000	  32.198	0000
58823.847012	 437148300.000	  14.758	0000
58823.847023	 437148300.000	  42.304	0000
58823.847035	 437148200.000	  23.108	0000
58823.847046	 437148200.000	  31.479	0000
58823.847058	 437148100.000	   6.546	0000
58823.847104	 437148000.000	   6.602	0000
58823.847116	 437148000.000	   7.049	0000
58823.847127	 437147900.000	  12.896	0000
58823.847139	 437147900.000	   9.381	0000
58823.847266	 437147300.000	  17.141	0000
58823.847278	 437147200.000	   6.888	0000
58823.847289	 437147200.000	   7.413	0000
58823.847336	 437147000.000	   6.866	0000
58823.847347	 437146600.000	  13.156	0000
58823.847567	 437145900.000	  11.419	0000
58823.847868	 437144700.000	   8.601	0000
