58823.844859	 437181800.000	   7.968	0000
58823.844974	 437181500.000	   9.866	0000
58823.844986	 437181600.000	   6.520	0000
58823.845056	 437181400.000	   8.101	0000
58823.845796	 437179100.000	   6.584	0000
58823.845808	 437179000.000	   5.483	0000
58823.845831	 437179000.000	   5.230	0000
58823.845866	 437178900.000	   8.061	0000
58823.846595	 437175500.000	  12.515	0000
58823.846606	 437175400.000	   8.437	0000
58823.847000	 437173400.000	  11.520	0000
58823.847012	 437173200.000	   7.119	0000
58823.847081	 437173000.000	   9.037	0000
58823.847405	 437171400.000	  14.760	0000
58823.847417	 437171400.000	   6.904	0000
58823.847451	 437171200.000	   5.959	0000
58823.847486	 437171100.000	   7.746	0000
58823.847810	 437169700.000	   8.139	0000
58823.847822	 437169700.000	   7.626	0000
58823.847891	 437169400.000	   7.660	0000
58823.848227	 437168300.000	   9.876	0000
58823.848296	 437168100.000	   8.191	0000
58823.848308	 437168400.000	   5.385	0000
58823.848412	 437167900.000	   8.511	0000
