58828.992649	 437160700.000	   0.002	8650
58828.992777	 437160700.000	   0.002	8650
58828.992962	 437160600.000	   0.004	8650
58828.993089	 437160600.000	   0.003	8650
58828.993251	 437160600.000	   0.003	8650
58828.993390	 437160450.000	   0.006	8650
58828.993552	 437160400.000	   0.010	8650
58828.993645	 437160300.000	   0.009	8650
58828.993703	 437160250.000	   0.009	8650
58828.993865	 437160150.000	   0.014	8650
58828.993946	 437160100.000	   0.013	8650
58828.994015	 437159850.000	   0.010	8650
58828.994154	 437159750.000	   0.006	8650
58828.994258	 437159550.000	   0.020	8650
58828.994316	 437159250.000	   0.009	8650
58828.994443	 437159000.000	   0.001	8650
58828.994524	 437158750.000	   0.025	8650
58828.994617	 437158300.000	   0.010	8650
58828.994860	 437156850.000	   0.007	8650
58828.994941	 437156300.000	   0.007	8650
58828.995022	 437155700.000	   0.015	8650
58828.995068	 437155000.000	   0.023	8650
58828.995126	 437154150.000	   0.010	8650
58828.995219	 437153100.000	   0.002	8650
58828.995288	 437152100.000	   0.004	8650
58828.995358	 437151000.000	   0.007	8650
58828.995427	 437149950.000	   0.005	8650
58828.995496	 437148650.000	   0.002	8650
58828.995578	 437147600.000	   0.006	8650
58828.995636	 437146750.000	   0.007	8650
58828.995693	 437146000.000	   0.001	8650
58828.995763	 437145100.000	   0.006	8650
58828.995855	 437144200.000	   0.003	8650
58828.995971	 437143250.000	   0.006	8650
58828.996099	 437142450.000	   0.003	8650
58828.996214	 437141800.000	   0.002	8650
58828.996469	 437141050.000	   0.003	8650
58828.996550	 437140700.000	   0.001	8650
58828.996735	 437140450.000	   0.003	8650
58828.996851	 437140200.000	   0.003	8650
58828.997013	 437140100.000	   0.010	8650
58828.997163	 437139900.000	   0.003	8650
58828.997314	 437139850.000	   0.002	8650
58828.997441	 437139800.000	   0.002	8650
58828.997638	 437139700.000	   0.004	8650
58828.997742	 437139650.000	   0.005	8650
58828.997950	 437139650.000	   0.002	8650
58828.998054	 437139550.000	   0.002	8650
58828.998309	 437139550.000	   0.001	8650
