58824.340850	 437184300.000	  11.333	4171
58824.341093	 437183900.000	  23.507	4171
58824.341336	 437183350.000	   9.764	4171
58824.341765	 437181800.000	 157.838	4171
58824.341892	 437181250.000	 120.791	4171
58824.342077	 437180200.000	  30.446	4171
58824.342228	 437179150.000	 167.694	4171
58824.342436	 437177350.000	 203.726	4171
58824.342586	 437176100.000	 419.675	4171
58824.342852	 437173700.000	 394.147	4171
58824.342991	 437172650.000	  73.341	4171
58824.343200	 437170800.000	 110.614	4171
58824.343327	 437170100.000	 185.415	4171
58824.343593	 437168600.000	  29.912	4171
58824.344022	 437167100.000	  14.106	4171
